field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,1.0,1.0,1.0
abstract,1,1,1.0,1.0,1.0
language,1,0,0.0,0.0,0.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,1,0,0.0,0.0,0.0
authors,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.243, 'recall': 0.818, 'avg_similarity': 1.0}","{'precision': 0.243, 'recall': 0.818, 'avg_similarity': 1.0}","{'precision': 0.243, 'recall': 0.818, 'avg_similarity': 1.0}"
keywords,1,1,"{'precision': 0.917, 'recall': 0.917, 'avg_similarity': 0.917}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.988}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.988}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.214, 'recall': 0.214, 'avg_similarity': 0.206}","{'precision': 0.214, 'recall': 0.214, 'avg_similarity': 0.206}"
content_tables,1,1,"{'precision': 0.143, 'recall': 0.143, 'avg_similarity': 0.143}","{'precision': 0.286, 'recall': 0.286, 'avg_similarity': 0.271}","{'precision': 0.857, 'recall': 0.857, 'avg_similarity': 0.778}"
bibliographies,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.991}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.991}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
