field,has_ref,has_extractor,soft,levenshtein
title,1,1,1.0,1.0
abstract,1,1,0.972,0.973
language,1,0,0.0,0.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,1,0,0.0,0.0
authors,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,1,1,"{'precision': 0.429, 'recall': 0.5, 'avg_similarity': 0.657}","{'precision': 0.429, 'recall': 0.5, 'avg_similarity': 0.657}"
figures,1,1,"{'precision': 0.182, 'recall': 0.667, 'avg_similarity': 0.937}","{'precision': 0.182, 'recall': 0.667, 'avg_similarity': 0.937}"
keywords,1,1,"{'precision': 0.875, 'recall': 0.875, 'avg_similarity': 0.875}","{'precision': 0.875, 'recall': 0.875, 'avg_similarity': 0.875}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.2, 'recall': 0.071, 'avg_similarity': 0.071}","{'precision': 0.2, 'recall': 0.071, 'avg_similarity': 0.071}"
content_tables,1,1,"{'precision': 0.286, 'recall': 0.333, 'avg_similarity': 0.319}","{'precision': 0.429, 'recall': 0.5, 'avg_similarity': 0.478}"
bibliographies,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.998}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.998}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
