field,has_ref,has_extractor,soft,levenshtein
title,1,1,1.0,1.0
abstract,1,1,1.0,1.0
language,1,0,0.0,0.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,0,0,0.0,0.0
authors,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,1,1,"{'precision': 0.625, 'recall': 0.5, 'avg_similarity': 0.655}","{'precision': 0.625, 'recall': 0.5, 'avg_similarity': 0.688}"
figures,1,1,"{'precision': 0.261, 'recall': 0.6, 'avg_similarity': 0.99}","{'precision': 0.261, 'recall': 0.6, 'avg_similarity': 0.99}"
keywords,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.995}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.995}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.5, 'recall': 0.235, 'avg_similarity': 0.235}","{'precision': 0.5, 'recall': 0.235, 'avg_similarity': 0.235}"
content_tables,1,1,"{'precision': 0.625, 'recall': 0.5, 'avg_similarity': 0.482}","{'precision': 0.75, 'recall': 0.6, 'avg_similarity': 0.571}"
bibliographies,1,1,"{'precision': 0.955, 'recall': 0.913, 'avg_similarity': 0.912}","{'precision': 0.955, 'recall': 0.913, 'avg_similarity': 0.912}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
