field,has_ref,has_extractor,soft,levenshtein
title,1,1,0.424,0.424
abstract,1,1,1.0,1.0
language,1,0,0.0,0.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,0,0,0.0,0.0
authors,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 0.56}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 0.7}"
figures,0,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
keywords,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 1.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 1.0}"
themes,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.692, 'recall': 0.237, 'avg_similarity': 0.237}","{'precision': 0.692, 'recall': 0.237, 'avg_similarity': 0.237}"
content_tables,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 0.401}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 0.451}"
bibliographies,1,1,"{'precision': 1.0, 'recall': 0.875, 'avg_similarity': 0.852}","{'precision': 1.0, 'recall': 0.875, 'avg_similarity': 0.852}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
