field,has_ref,has_extractor,soft,levenshtein
title,1,1,1.0,1.0
abstract,1,1,0.998,0.998
language,1,0,0.0,0.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,1,0,0.0,0.0
authors,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,1,1,"{'precision': 0.5, 'recall': 1.0, 'avg_similarity': 0.681}","{'precision': 0.5, 'recall': 1.0, 'avg_similarity': 0.701}"
figures,1,1,"{'precision': 0.25, 'recall': 0.75, 'avg_similarity': 1.0}","{'precision': 0.25, 'recall': 0.75, 'avg_similarity': 1.0}"
keywords,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.998}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.998}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.429, 'recall': 0.143, 'avg_similarity': 0.142}","{'precision': 0.429, 'recall': 0.143, 'avg_similarity': 0.142}"
content_tables,1,1,"{'precision': 0.5, 'recall': 1.0, 'avg_similarity': 0.909}","{'precision': 0.5, 'recall': 1.0, 'avg_similarity': 0.915}"
bibliographies,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.967}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.991}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
