field,has_ref,has_extractor,soft,levenshtein
title,1,1,1.0,1.0
abstract,1,1,0.997,0.997
language,1,1,1.0,1.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,1,1,0.958,0.972
authors,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.99}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.99}"
tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
keywords,1,1,"{'precision': 1.0, 'recall': 0.667, 'avg_similarity': 0.667}","{'precision': 1.0, 'recall': 0.667, 'avg_similarity': 0.667}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.938, 'recall': 0.938, 'avg_similarity': 0.938}","{'precision': 0.938, 'recall': 0.938, 'avg_similarity': 0.938}"
content_tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 0.978, 'recall': 0.957, 'avg_similarity': 0.901}","{'precision': 0.978, 'recall': 0.957, 'avg_similarity': 0.901}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
