field,has_ref,has_extractor,soft,levenshtein
title,1,1,0.774,0.774
abstract,1,1,0.026,0.24
language,1,1,0.0,0.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,0,0,0.0,0.0
authors,1,1,"{'precision': 0.273, 'recall': 1.0, 'avg_similarity': 0.694}","{'precision': 0.273, 'recall': 1.0, 'avg_similarity': 0.694}"
tables,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.444, 'recall': 0.444, 'avg_similarity': 1.0}","{'precision': 0.444, 'recall': 0.444, 'avg_similarity': 1.0}"
keywords,1,1,"{'precision': 1.0, 'recall': 0.4, 'avg_similarity': 0.4}","{'precision': 1.0, 'recall': 0.4, 'avg_similarity': 0.4}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.833, 'recall': 1.0, 'avg_similarity': 0.935}","{'precision': 0.833, 'recall': 1.0, 'avg_similarity': 0.935}"
content_tables,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.999}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.999}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
