field,has_ref,has_extractor,soft,levenshtein
title,1,1,0.964,0.964
abstract,1,0,0.0,0.0
language,1,1,0.0,0.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,1,0,0.0,0.0
authors,1,1,"{'precision': 0.5, 'recall': 0.6, 'avg_similarity': 0.813}","{'precision': 0.5, 'recall': 0.6, 'avg_similarity': 0.813}"
tables,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.625, 'recall': 0.625, 'avg_similarity': 0.989}","{'precision': 0.625, 'recall': 0.625, 'avg_similarity': 0.989}"
keywords,1,1,"{'precision': 1.0, 'recall': 0.667, 'avg_similarity': 0.667}","{'precision': 1.0, 'recall': 0.667, 'avg_similarity': 0.667}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.7, 'recall': 0.875, 'avg_similarity': 0.802}","{'precision': 0.7, 'recall': 0.875, 'avg_similarity': 0.802}"
content_tables,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 0.833, 'recall': 0.69, 'avg_similarity': 0.684}","{'precision': 0.833, 'recall': 0.69, 'avg_similarity': 0.684}"
id,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
