field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,0.0,0.672,0.672
abstract,1,0,0.0,0.0,0.0
language,1,1,0.0,0.0,0.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,1,0,0.0,0.0,0.0
authors,1,1,"{'precision': 0.8, 'recall': 0.8, 'avg_similarity': 0.687}","{'precision': 0.8, 'recall': 0.8, 'avg_similarity': 0.997}","{'precision': 0.8, 'recall': 0.8, 'avg_similarity': 0.997}"
tables,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.5, 'recall': 0.667, 'avg_similarity': 0.915}","{'precision': 0.5, 'recall': 0.667, 'avg_similarity': 0.915}"
keywords,1,1,"{'precision': 1.0, 'recall': 0.625, 'avg_similarity': 0.625}","{'precision': 1.0, 'recall': 0.625, 'avg_similarity': 0.625}","{'precision': 1.0, 'recall': 0.625, 'avg_similarity': 0.625}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.043, 'recall': 0.071, 'avg_similarity': 0.071}","{'precision': 0.565, 'recall': 0.929, 'avg_similarity': 0.856}","{'precision': 0.565, 'recall': 0.929, 'avg_similarity': 0.856}"
content_tables,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 0.571, 'recall': 0.545, 'avg_similarity': 0.545}","{'precision': 0.81, 'recall': 0.773, 'avg_similarity': 0.772}","{'precision': 0.857, 'recall': 0.818, 'avg_similarity': 0.811}"
id,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
