field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,0.0,0.669,0.669
abstract,1,0,0.0,0.0,0.0
language,1,1,1.0,1.0,1.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,0,0,0.0,0.0,0.0
authors,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.896}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.896}"
tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.455, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.545, 'recall': 0.6, 'avg_similarity': 0.982}","{'precision': 0.545, 'recall': 0.6, 'avg_similarity': 0.982}"
keywords,1,1,"{'precision': 0.875, 'recall': 0.467, 'avg_similarity': 0.467}","{'precision': 1.0, 'recall': 0.533, 'avg_similarity': 0.531}","{'precision': 1.0, 'recall': 0.533, 'avg_similarity': 0.531}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.864, 'recall': 1.0, 'avg_similarity': 0.909}","{'precision': 0.864, 'recall': 1.0, 'avg_similarity': 0.909}"
content_tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 0.8, 'recall': 0.8, 'avg_similarity': 0.8}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.996}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.996}"
id,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
