field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,1.0,1.0,1.0
overline,1,0,0.0,0.0,0.0
subtitle,0,0,0.0,0.0,0.0
abstract,1,1,0.0,0.997,0.997
language,1,1,1.0,1.0,1.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,1,1,0.0,0.987,0.987
authors,1,1,0.0,0.333,0.333
editorial_team,1,0,0.0,0.0,0.0
body,1,1,0.0,0.0,0.0
tables,0,0,0.0,0.0,0.0
figures,1,0,0.0,0.0,0.0
keywords,1,1,0.778,0.889,0.889
themes,0,0,0.0,0.0,0.0
biographical_notes,0,0,0.0,0.0,0.0
id,1,0,0.0,0.0,0.0
pagination,1,0,0.0,0.0,0.0
rights,1,0,0.0,0.0,0.0
bibliographies,1,1,0.571,1.0,1.0
