field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,0.0,0.667,0.667
overline,0,0,0.0,0.0,0.0
subtitle,0,0,0.0,0.0,0.0
abstract,1,0,0.0,0.0,0.0
language,1,1,1.0,1.0,1.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,0,0,0.0,0.0,0.0
authors,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.896}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.896}"
editorial_team,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.444, 'recall': 0.4, 'avg_similarity': 0.6}","{'precision': 0.444, 'recall': 0.4, 'avg_similarity': 0.6}"
keywords,1,1,"{'precision': 0.25, 'recall': 0.222, 'avg_similarity': 1.0}","{'precision': 0.625, 'recall': 0.556, 'avg_similarity': 0.924}","{'precision': 0.625, 'recall': 0.556, 'avg_similarity': 0.924}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
biographical_notes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
body,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.864, 'recall': 1.0, 'avg_similarity': 0.909}","{'precision': 0.864, 'recall': 1.0, 'avg_similarity': 0.909}"
bibliographies,1,1,"{'precision': 0.85, 'recall': 0.85, 'avg_similarity': 1.0}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.996}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.996}"
id,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
