field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,0.0,0.752,0.752
overline,0,0,0.0,0.0,0.0
subtitle,0,0,0.0,0.0,0.0
abstract,1,0,0.0,0.0,0.0
language,1,1,1.0,1.0,1.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,0,0,0.0,0.0,0.0
authors,1,1,0.0,0.75,0.75
editorial_team,1,0,0.0,0.0,0.0
body,1,1,0.0,0.0,0.0
tables,1,1,0.0,0.0,0.0
figures,1,0,0.0,0.0,0.0
keywords,1,0,0.0,0.0,0.0
themes,0,0,0.0,0.0,0.0
biographical_notes,0,0,0.0,0.0,0.0
id,1,0,0.0,0.0,0.0
pagination,1,0,0.0,0.0,0.0
rights,1,0,0.0,0.0,0.0
bibliographies,1,1,0.5,0.909,0.909
