field,has_ref,has_extractor,strict,soft,levenshtein
title,1,1,0.0,0.656,0.656
overline,0,0,0.0,0.0,0.0
subtitle,0,0,0.0,0.0,0.0
abstract,1,1,0.0,0.998,0.998
language,1,1,1.0,1.0,1.0
date,1,0,0.0,0.0,0.0
issue_number,1,0,0.0,0.0,0.0
volume,1,0,0.0,0.0,0.0
acknowledgements,1,0,0.0,0.0,0.0
authors,1,1,"{'precision': 0.667, 'recall': 1.0, 'avg_similarity': 0.708}","{'precision': 0.667, 'recall': 1.0, 'avg_similarity': 0.961}","{'precision': 0.667, 'recall': 1.0, 'avg_similarity': 0.961}"
editorial_team,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.231, 'recall': 0.231, 'avg_similarity': 0.6}","{'precision': 0.231, 'recall': 0.231, 'avg_similarity': 0.6}"
keywords,1,1,"{'precision': 0.444, 'recall': 0.8, 'avg_similarity': 1.0}","{'precision': 0.444, 'recall': 0.8, 'avg_similarity': 1.0}","{'precision': 0.444, 'recall': 0.8, 'avg_similarity': 1.0}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
biographical_notes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
body,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.708, 'recall': 0.895, 'avg_similarity': 0.941}","{'precision': 0.708, 'recall': 0.895, 'avg_similarity': 0.941}"
bibliographies,1,1,"{'precision': 0.72, 'recall': 0.783, 'avg_similarity': 1.0}","{'precision': 0.92, 'recall': 1.0, 'avg_similarity': 0.999}","{'precision': 0.92, 'recall': 1.0, 'avg_similarity': 0.999}"
id,1,1,"{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}","{'precision': 0.5, 'recall': 0.5, 'avg_similarity': 1.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
