field,has_ref,has_extractor,soft,levenshtein
title,1,0,0.0,0.0
abstract,1,1,0.084,0.2
language,1,1,1.0,1.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,1,0,0.0,0.0
authors,1,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
tables,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 1.0, 'recall': 0.6, 'avg_similarity': 0.594}","{'precision': 1.0, 'recall': 0.6, 'avg_similarity': 0.594}"
keywords,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
themes,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.727, 'recall': 0.842, 'avg_similarity': 0.842}","{'precision': 0.727, 'recall': 0.842, 'avg_similarity': 0.842}"
content_tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 0.829, 'recall': 0.68, 'avg_similarity': 0.678}","{'precision': 0.829, 'recall': 0.68, 'avg_similarity': 0.678}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
