field,has_ref,has_extractor,soft,levenshtein
title,1,1,0.987,0.987
abstract,1,1,0.998,0.998
language,1,1,1.0,1.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,1,1,0.056,0.081
authors,1,1,"{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.886}","{'precision': 1.0, 'recall': 1.0, 'avg_similarity': 0.886}"
tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,0,1,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
keywords,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
themes,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.737, 'recall': 0.778, 'avg_similarity': 0.747}","{'precision': 0.737, 'recall': 0.778, 'avg_similarity': 0.747}"
content_tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 0.929, 'recall': 0.839, 'avg_similarity': 0.836}","{'precision': 0.929, 'recall': 0.839, 'avg_similarity': 0.836}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
