field,has_ref,has_extractor,soft,levenshtein
title,1,1,0.995,0.995
abstract,1,1,0.998,0.998
language,1,1,1.0,1.0
date,1,0,0.0,0.0
issue_number,1,0,0.0,0.0
volume,1,0,0.0,0.0
acknowledgements,1,0,0.0,0.0
authors,1,1,"{'precision': 0.4, 'recall': 1.0, 'avg_similarity': 0.716}","{'precision': 0.4, 'recall': 1.0, 'avg_similarity': 0.716}"
tables,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
figures,1,1,"{'precision': 0.143, 'recall': 0.167, 'avg_similarity': 0.486}","{'precision': 0.143, 'recall': 0.167, 'avg_similarity': 0.486}"
keywords,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
themes,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
section_titles,1,1,"{'precision': 0.467, 'recall': 0.933, 'avg_similarity': 0.896}","{'precision': 0.467, 'recall': 0.933, 'avg_similarity': 0.896}"
content_tables,0,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
bibliographies,1,1,"{'precision': 0.925, 'recall': 0.712, 'avg_similarity': 0.711}","{'precision': 0.925, 'recall': 0.712, 'avg_similarity': 0.711}"
id,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
pagination,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
rights,1,0,"{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}","{'precision': 0.0, 'recall': 0.0, 'avg_similarity': 0.0}"
